1,0.023223814
2,0.018678116
3,0.02354381
4,0.022568883
5,0.027348533
6,0.022330338
7,0.02942137
8,0.024707094
9,0.028068345
10,0.02506552
11,0.027960055
12,0.027237825
13,0.024508024
14,0.021574566
15,0.020952145
16,0.02403445
17,0.022338836
18,0.020659138
19,0.025147786
20,0.021163791
21,0.020389188
22,0.023736117
23,0.019930022
24,0.023355424
25,0.02143061
26,0.020181105
27,0.023796314
28,0.021500492
29,0.01836541
30,0.01869978
31,0.019787576
32,0.0150005445
33,0.018050324
34,0.0130102765
35,0.015076884
36,0.0147151165
37,0.01602026
38,0.015994722
39,0.014923357
40,0.017696207
41,0.015339572
42,0.015942354
43,0.016799757
44,0.01711964
45,0.016923128
46,0.01404613
47,0.017014107
48,0.015382958
49,0.019240161
